"ID","offering_highest_level","inst_control","institution_level","sector","hbcu","hospital","medical_degree","tribal_college","urban_centric_locale","offering_highest_degree","offering_grad","inst_system_flag","inst_category","land_grant","inst_size","cc_basic_2018","cc_instruc_undergrad_2018","cc_instruc_grad_2018","cc_undergrad_2018","cc_enroll_2018","cc_size_setting_2018","cc_class","geo_region","HasCTL","SoTL","DBER","TAR","EdRes","Reference","CuratedResourceCollections","Unprogramming","SoTLHowtoWorkshops","OneonOneConsultations","SoTLProjectDevelopmentInstitutes","SoTLWritingRetreats","SoTLFacultyLearningCommunity","CTLCollaborations","TraintheTrainerModel","StudentsasPartnersinSoTL","IncentivesforSoTLProjects","AwardsorTitlesRecognizingSoTLWork","LocalSoTLShowcases"
120,"Doctor's degree","Public","Four or more years","Public four-year or above",FALSE,FALSE,TRUE,FALSE,"Suburb large","Doctor's degree research/scholarship and professional practice",TRUE,FALSE,"Degree-granting primarily baccalaureate or above",FALSE,"10K","Doctoral universities: High research activity","Professions plus arts & sciences some graduate coexistence","Research doctoral: STEM-dominant","Four-year nearly all full-time selective acceptance higher transfer-in","High undergraduate","Four-year large primarily nonresidential","Doctoral universities High research activity","Great Lakes",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
121,"Bachelor's degree","Public","Four or more years","Public four-year or above",FALSE,FALSE,FALSE,FALSE,"Town distant","Bachelor's degree",FALSE,TRUE,"Degree-granting not primarily baccalaureate or above",FALSE,"1K","Special-focus four-year: Other special-focus institutions","Professions focus no graduate coexistence","Not classified (exclusively undergraduate)","Four-year mostly full-time inclusive acceptance higher transfer-in","Exclusively undergraduate four-year","Four-year very small primarily nonresidential","Special focus institution","Great Lakes",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
122,"Doctor's degree","Private not-for-profit","Four or more years","Private not-for-profit four-year or above",FALSE,FALSE,FALSE,FALSE,"City large","Doctor's degree research/scholarship and professional practice",TRUE,FALSE,"Degree-granting primarily baccalaureate or above",FALSE,"5K","Doctoral/professional universities","Professions plus arts & sciences some graduate coexistence","Research doctoral: Professional-dominant","Four-year nearly all full-time highly selective acceptance lower transfer-in","High undergraduate","Four-year medium primarily residential","Doctoral professional universities","Plains",TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,"At least two but less than four academic years","Public","At least two but less than four years","Public two-year",FALSE,NA,FALSE,FALSE,"Rural remote","Associate's degree",FALSE,TRUE,"Degree-granting associate's and certificates",FALSE,"1K","Associate's colleges: Transfer-focused mostly traditional students","Associate's colleges: Transfer-focused","Not classified (exclusively undergraduate)","Two-year mixed part/full-time","Exclusively undergraduate two-year","Two-year small","Associates colleges Transfer focused","Southwest",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,"Doctor's degree","Private not-for-profit","Four or more years","Private not-for-profit four-year or above",FALSE,FALSE,FALSE,FALSE,"City large","Doctor's degree research/scholarship",TRUE,FALSE,"Degree-granting primarily baccalaureate or above",FALSE,"5K","Doctoral/professional universities","Balanced arts & sciences/professions high graduate coexistence","Research doctoral: Professional-dominant","Four-year mostly full-time inclusive acceptance higher transfer-in","Majority graduate","Four-year medium primarily nonresidential","Doctoral professional universities","Great Lakes",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
125,"Associate's degree","Public","At least two but less than four years","Public two-year",FALSE,NA,FALSE,FALSE,"City small","Associate's degree",FALSE,FALSE,"Degree-granting associate's and certificates",FALSE,"1K","Associate's colleges: Vocational-focused mostly nontraditional students","Associate's colleges: Vocational focus","Not classified (exclusively undergraduate)","Two-year mostly part-time","Exclusively undergraduate two-year","Two-year small","Associates colleges Vocational focused","Great Lakes",TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,"Doctor's degree","Public","Four or more years","Public four-year or above",FALSE,FALSE,TRUE,FALSE,"City small","Doctor's degree research/scholarship and professional practice",TRUE,TRUE,"Degree-granting primarily baccalaureate or above",TRUE,"20K","Doctoral universities: High research activity","Balanced arts & sciences/professions high graduate coexistence","Research doctoral: Comprehensive programs with medical/veterinary school","Four-year mostly full-time selective acceptance higher transfer-in","Very high undergraduate","Four-year large primarily nonresidential","Doctoral universities High research activity","Rocky Mountains",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
127,"Master's degree","Public","Four or more years","Public four-year or above",FALSE,FALSE,FALSE,FALSE,"Suburb midsize","Master's degree",TRUE,TRUE,"Degree-granting primarily baccalaureate or above",FALSE,"5K","Master's colleges & universities: Medium programs","Balanced arts & sciences/professions some graduate coexistence","Postbaccalaureate: Business-dominant with arts & aciences programs","Four-year nearly all full-time selective acceptance higher transfer-in","Very high undergraduate","Four-year medium highly residential","Masters colleges universities Medium programs","Far West",TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,"Master's degree","Private not-for-profit","Four or more years","Private not-for-profit four-year or above",FALSE,FALSE,FALSE,FALSE,"Suburb large","Master's degree",TRUE,FALSE,"Degree-granting primarily baccalaureate or above",FALSE,"1K","Master's colleges & universities: Medium programs","Professions focus some graduate coexistence","Postbaccalaureate: Business-dominant with arts & aciences programs","Four-year nearly all full-time selective acceptance lower transfer-in","Very high undergraduate","Four-year medium highly residential","Masters colleges universities Medium programs","New England",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
129,"Master's degree","Public","Four or more years","Public four-year or above",FALSE,FALSE,FALSE,FALSE,"City small","Master's degree",TRUE,TRUE,"Degree-granting not primarily baccalaureate or above",FALSE,"10K","Baccalaureate/associate's colleges: Mixed baccalaureate/associate's","Baccalaureate/associate's colleges","Not classified (exclusively undergraduate)","Four-year mostly full-time inclusive acceptance lower transfer-in","Exclusively undergraduate four-year","Four-year medium primarily nonresidential","Baccalaureate associates colleges Mixed baccalaureate associates","Rocky Mountains",TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130,"Bachelor's degree","Public","Four or more years","Public four-year or above",FALSE,FALSE,FALSE,FALSE,"Town fringe","Bachelor's degree",FALSE,FALSE,"Degree-granting not primarily baccalaureate or above",FALSE,"1K","Associate's colleges: Mixed transfer/vocational focus mixed traditional/nontraditional students","Associate's colleges: Mixed transfer/vocational focus","Not classified (exclusively undergraduate)","Two-year mostly part-time","Exclusively undergraduate two-year","Two-year small","Associates colleges Mixed transfer vocational focus","Southwest",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131,"Bachelor's degree","Public","Four or more years","Public four-year or above",FALSE,FALSE,FALSE,FALSE,"Suburb small","Bachelor's degree",FALSE,FALSE,"Degree-granting not primarily baccalaureate or above",FALSE,"1K","Baccalaureate/associate's colleges: Mixed baccalaureate/associate's","Baccalaureate/associate's colleges","Not classified (exclusively undergraduate)","Four-year mostly full-time inclusive acceptance higher transfer-in","Exclusively undergraduate four-year","Four-year small primarily nonresidential","Baccalaureate associates colleges Mixed baccalaureate associates","Southeast",TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132,"Doctor's degree","Private not-for-profit","Four or more years","Private not-for-profit four-year or above",FALSE,FALSE,FALSE,FALSE,"Town distant","Doctor's degree research/scholarship",TRUE,FALSE,"Degree-granting primarily baccalaureate or above",FALSE,"1K","Master's colleges & universities: Medium programs","Professions focus some graduate coexistence","Postbaccalaureate: Education-dominant with other professional programs","Four-year mostly part-time","Very high undergraduate","Four-year very small primarily residential","Masters colleges universities Medium programs","Plains",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133,"Doctor's degree","Private not-for-profit","Four or more years","Private not-for-profit four-year or above",FALSE,FALSE,FALSE,FALSE,"City midsize","Doctor's degree professional practice",TRUE,FALSE,"Degree-granting primarily baccalaureate or above",FALSE,"1K","Master's colleges & universities: Large programs","Balanced arts & sciences/professions some graduate coexistence","Postbaccalaureate: Business-dominant with arts & aciences programs","Four-year nearly all full-time selective acceptance higher transfer-in","High undergraduate","Four-year small primarily residential","Masters colleges universities Large programs","Rocky Mountains",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134,"Post-master's certificate","Public","Four or more years","Public four-year or above",FALSE,FALSE,FALSE,FALSE,"Suburb large","Master's degree",TRUE,TRUE,"Degree-granting primarily baccalaureate or above",FALSE,"5K","Master's colleges & universities: Large programs","Balanced arts & sciences/professions some graduate coexistence","Postbaccalaureate: Comprehensive programs","Four-year nearly all full-time selective acceptance higher transfer-in","Very high undergraduate","Four-year medium primarily residential","Masters colleges universities Large programs","Far West",TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135,"Doctor's degree","Private not-for-profit","Four or more years","Private not-for-profit four-year or above",FALSE,FALSE,FALSE,FALSE,"City small","Doctor's degree research/scholarship",TRUE,FALSE,"Degree-granting primarily baccalaureate or above",FALSE,"5K","Master's colleges & universities: Large programs","Professions focus some graduate coexistence","Research doctoral: Single program&ndash,Other","Four-year nearly all full-time highly selective acceptance lower transfer-in","High undergraduate","Four-year medium highly residential","Masters colleges universities Large programs","New England",TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,"Doctor's degree","Public","Four or more years","Public four-year or above",FALSE,FALSE,TRUE,FALSE,"City small","Doctor's degree research/scholarship and professional practice",TRUE,TRUE,"Degree-granting primarily baccalaureate or above",TRUE,"20K","Doctoral universities: Very high research activity","Balanced arts & sciences/professions high graduate coexistence","Research doctoral: Comprehensive programs with medical/veterinary school","Four-year nearly all full-time highly selective acceptance lower transfer-in","Majority undergraduate","Four-year large highly residential","Doctoral universities Very high research activity","Great Lakes",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
137,"Post-master's certificate","Private not-for-profit","Four or more years","Private not-for-profit four-year or above",FALSE,FALSE,FALSE,FALSE,"City small","Master's degree",TRUE,FALSE,"Degree-granting primarily baccalaureate or above",FALSE,"1K","Master's colleges & universities: Medium programs","Balanced arts & sciences/professions some graduate coexistence","Postbaccalaureate: Education-dominant with other professional programs","Four-year nearly all full-time selective acceptance higher transfer-in","Very high undergraduate","Four-year small highly residential","Masters colleges universities Medium programs","Mid East",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138,"Master's degree","Private not-for-profit","Four or more years","Private not-for-profit four-year or above",FALSE,NA,FALSE,FALSE,"City midsize","Master's degree",TRUE,FALSE,"Degree-granting primarily baccalaureate or above",FALSE,"Under 1K","Baccalaureate colleges: Diverse fields","Professions focus some graduate coexistence","Postbaccalaureate: Business-dominant with other professional programs","Four-year mostly full-time inclusive acceptance higher transfer-in","Very high undergraduate","Four-year very small primarily nonresidential","Baccalaureate colleges Diverse fields","Plains",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139,"Bachelor's degree","Public","Four or more years","Public four-year or above",TRUE,FALSE,FALSE,FALSE,"City large","Bachelor's degree",FALSE,FALSE,"Degree-granting primarily baccalaureate or above",FALSE,"1K","Baccalaureate colleges: Diverse fields","Professions focus no graduate coexistence","Not classified (exclusively undergraduate)","Four-year nearly all full-time inclusive acceptance higher transfer-in","Exclusively undergraduate four-year","Four-year small primarily residential","Baccalaureate colleges Diverse fields","Plains",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,"At least two but less than four academic years","Public","At least two but less than four years","Public two-year",FALSE,NA,FALSE,FALSE,"Rural fringe","Associate's degree",FALSE,FALSE,"Degree-granting associate's and certificates",FALSE,"1K","Associate's colleges: Mixed transfer/vocational focus mostly traditional students","Associate's colleges: Mixed transfer/vocational focus","Not classified (exclusively undergraduate)","Two-year mixed part/full-time","Exclusively undergraduate two-year","Two-year medium","Associates colleges Mixed transfer vocational focus","Plains",TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141,"Doctor's degree","Public","Four or more years","Public four-year or above",FALSE,FALSE,FALSE,FALSE,"City small","Doctor's degree research/scholarship and professional practice",TRUE,TRUE,"Degree-granting primarily baccalaureate or above",FALSE,"10K","Doctoral/professional universities","Balanced arts & sciences/professions some graduate coexistence","Research doctoral: Single program&ndash,Education","Four-year nearly all full-time selective acceptance higher transfer-in","High undergraduate","Four-year medium primarily residential","Doctoral professional universities","Southeast",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
142,"At least two but less than four academic years","Public","At least two but less than four years","Public two-year",FALSE,NA,FALSE,FALSE,"Suburb midsize","Associate's degree",FALSE,TRUE,"Degree-granting associate's and certificates",FALSE,"1K","Associate's colleges: Vocational-focused mixed traditional/nontraditional students","Associate's colleges: Vocational focus","Not classified (exclusively undergraduate)","Two-year mostly part-time","Exclusively undergraduate two-year","Two-year small","Associates colleges Vocational focused","Southwest",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
